Name,Brand,URL,Image,Score/Users
Moustache  Eau de Parfum,Rochas,https://www.parfumo.com/Perfumes/Rochas/Moustache_Eau_de_Parfum,https://pimages.parfumo.de/240/117611_img-3886-rochas-moustache_eau_de_parfum_240.jpg,8.1 1392
Eros Flame,Versace,https://www.parfumo.com/Perfumes/Versace/Eros_Flame,https://pimages.parfumo.de/240/117130_img-7023-versace-eros-flame_240.jpg,7.8 1843
Antaeus  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Antaeus_Eau_de_Toilette,https://pimages.parfumo.de/240/1680_img-2626-chanel-antaeus_eau_de_toilette_240.jpg,8.1 1358
Oud for Glory,Lattafa / لطافة,https://www.parfumo.com/Perfumes/Lattafa/oud-for-glory,https://pimages.parfumo.de/240/142198_img-7506-lattafa-bade-e-al-oud-oud-for-glory_240.jpg,7.8 1805
Aventus Cologne,Creed,https://www.parfumo.com/Perfumes/Creed/Aventus_Cologne,https://pimages.parfumo.de/240/127275_img-6530-creed-aventus-cologne_240.jpg,8.4 1082
Cool Water  Eau de Toilette,Davidoff,https://www.parfumo.com/Perfumes/Davidoff/Cool_Water_Eau_de_Toilette,https://pimages.parfumo.de/240/84_pg8pak_cool_water_240.jpg,7.2 3086
Haltane,Parfums de Marly,https://www.parfumo.com/Perfumes/Parfums_de_Marly/haltane,https://pimages.parfumo.de/240/156229_img-3995-parfums-de-marly-haltane_240.jpg,8.3 1184
Pardon  Extrait de Parfum,Nasomatto,https://www.parfumo.com/Perfumes/Nasomatto/Pardon,https://pimages.parfumo.de/240/12009_img-6969-nasomatto-pardon_extrait_de_parfum_240.jpg,8.2 1159
Sun Men  Eau de Toilette,Jil Sander,https://www.parfumo.com/Perfumes/Jil_Sander/Sun_Men_Eau_de_Toilette,https://pimages.parfumo.de/240/2151_img-6047-jil_sander-sun_men_eau_de_toilette_240.jpg,7.5 2165
Missoni Wave,Missoni,https://www.parfumo.com/Perfumes/Missoni/missoni-wave,https://pimages.parfumo.de/240/138905_img-2269-missoni-missoni-wave_240.jpg,8.0 1342
Oud Save the King  Eau de Parfum,Atkinsons,https://www.parfumo.com/Perfumes/Atkinsons/oud-save-the-king-eau-de-parfum,https://pimages.parfumo.de/240/35962_img-1073-atkinsons-oud-save-the-king_240.jpg,8.3 1105
Dior Homme Cologne (2013),Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Homme_Cologne_2013,https://pimages.parfumo.de/240/23309_img-8978-dior_christian_dior-dior_homme_cologne_2013_240.jpg,8.2 1151
Versace pour Homme  Eau de Toilette,Versace,https://www.parfumo.com/Perfumes/Versace/Versace_pour_Homme,https://pimages.parfumo.de/240/1003_img-3880-versace-versace_pour_homme_eau_de_toilette_240.jpg,7.8 1652
L'Homme  Eau de Toilette,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/L_Homme_Eau_de_Toilette,https://pimages.parfumo.de/240/1745_img-4452-yves-saint-laurent-l-homme-eau-de-toilette_240.jpg,8.0 1302
Epic Man,Amouage,https://www.parfumo.com/Perfumes/Amouage/Epic_Man,https://pimages.parfumo.de/240/3497_img-9335-amouage-epic-man_240.jpg,8.0 1264
The Dreamer  Eau de Toilette,Versace,https://www.parfumo.com/Perfumes/Versace/The_Dreamer_Eau_de_Toilette,https://pimages.parfumo.de/240/998_hdpehm_the_dreamer_eau_de_toilette_240.jpg,7.6 1811
Intoxicated,Kilian,https://www.parfumo.com/Perfumes/Kilian/Intoxicated,https://pimages.parfumo.de/240/47716_img-8324-kilian-intoxicated_240.jpg,8.2 1154
