Name,Brand,URL,Image,Score/Users
Chance Eau Tendre  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance_Eau_Tendre_Eau_deToilette,https://pimages.parfumo.de/240/7358_img-3768-chanel-chance-eau-tendre-eau-de-toilette_240.jpg,7.9 723
N°19  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/N19_Eau_de_Parfum,https://pimages.parfumo.de/240/57533_img-8459-chanel-n19_eau_de_parfum_240.jpg,8.7 417
Cloud  Eau de Parfum,Ariana Grande,https://www.parfumo.com/Perfumes/Ariana_Grande/cloud-eau-de-parfum,https://pimages.parfumo.de/240/112118_img-9342-ariana_grande-cloud_240.jpg,7.5 1051
Libre Le Parfum,Yves Saint Laurent,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-le-parfum,https://pimages.parfumo.de/240/181111_img-8997-yves-saint-laurent-libre-le-parfum_240.jpg,8.4 499
Vanille West Indies,Ligne St Barth,https://www.parfumo.com/Perfumes/Ligne_St_Barth/Vanille_West_Indies,https://pimages.parfumo.de/240/4119_img-9413-ligne-st-barth-vanille-west-indies_240.jpg,8.3 547
Coco Noir  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Coco_Noir,https://pimages.parfumo.de/240/20008_img-8747-chanel-coco_noir_eau_de_parfum_240.jpg,7.7 870
Dior Addict (2002)  Eau de Parfum,Dior,https://www.parfumo.com/Perfumes/Dior/Dior_Addict,https://pimages.parfumo.de/240/1210_2nm24q5abz_240.jpg,8.3 533
Classique  Eau de Toilette,Jean Paul Gaultier,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/Jean_Paul_Gaultier_Classique,https://pimages.parfumo.de/240/341_img-9355-jean-paul-gaultier-classique-eau-de-toilette_240.jpg,7.6 928
Jicky  Eau de Parfum,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Jicky,https://pimages.parfumo.de/240/2101_img-3759-guerlain-jicky-eau-de-parfum_240.jpg,8.0 650
Sycomore (2008)  Eau de Toilette,Chanel,https://www.parfumo.com/Perfumes/Chanel/Les_Exclusifs_de_Chanel__Sycomore_2008,https://pimages.parfumo.de/240/920_y5ri3vjijq_240.jpg,8.3 504
Light Blue Eau Intense,Dolce & Gabbana,https://www.parfumo.com/Perfumes/Dolce_Gabbana/Light_Blue_Eau_Intense,https://pimages.parfumo.de/240/86313_8gc4pt_light_blue_eau_intense_240.jpg,7.9 664
Shalimar Millésime Vanilla Planifolia,Guerlain,https://www.parfumo.com/Perfumes/Guerlain/shalimar-millesime-vanilla-planifolia,https://pimages.parfumo.de/240/153714_img-8496-guerlain-shalimar-millesime-vanilla-planifolia_240.jpg,8.6 395
Chance Eau Tendre  Eau de Parfum,Chanel,https://www.parfumo.com/Perfumes/Chanel/Chance_Eau_Tendre_Eau_de_Parfum,https://pimages.parfumo.de/240/120665_img-4568-chanel-chance_eau_tendre_eau_de_parfum_240.jpg,8.1 574
